timestamp,facility_name,facility_type,occupancy_percent,is_open,hour,day_of_week,month,is_weekend,is_holiday,is_school_vacation,temperature_c,precipitation_mm,weather_code,cloud_cover_percent,data_source
2026-01-16T11:40:32+01:00,Bad Giesing-Harlaching,pool,88.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:40:32+01:00,Cosimawellenbad,pool,90.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:40:32+01:00,Cosimawellenbad,sauna,93.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:40:32+01:00,Dantebad,sauna,76.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:40:32+01:00,Michaelibad,pool,82.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:40:32+01:00,Michaelibad,sauna,84.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:40:32+01:00,Müller'sches Volksbad,pool,85.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:40:32+01:00,Nordbad,pool,63.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:40:32+01:00,Nordbad,sauna,85.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:40:32+01:00,Südbad,pool,66.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:40:32+01:00,Südbad,sauna,90.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:40:32+01:00,Westbad,pool,76.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:40:32+01:00,Westbad,sauna,75.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:52:03+01:00,Bad Giesing-Harlaching,pool,89.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:52:03+01:00,Cosimawellenbad,pool,91.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:52:03+01:00,Cosimawellenbad,sauna,93.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:52:03+01:00,Dantebad,sauna,76.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:52:03+01:00,Michaelibad,pool,82.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:52:03+01:00,Michaelibad,sauna,85.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:52:03+01:00,Müller'sches Volksbad,pool,85.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:52:03+01:00,Nordbad,pool,66.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:52:03+01:00,Nordbad,sauna,85.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:52:03+01:00,Südbad,pool,64.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:52:03+01:00,Südbad,sauna,88.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:52:03+01:00,Westbad,pool,68.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T11:52:03+01:00,Westbad,sauna,70.0,1,11,4,1,0,0,0,5.4,0.0,1.0,16.0,historical
2026-01-16T12:04:27+01:00,Bad Giesing-Harlaching,pool,91.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:04:27+01:00,Cosimawellenbad,pool,91.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:04:27+01:00,Cosimawellenbad,sauna,93.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:04:27+01:00,Dantebad,sauna,79.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:04:27+01:00,Michaelibad,pool,83.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:04:27+01:00,Michaelibad,sauna,85.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:04:27+01:00,Müller'sches Volksbad,pool,84.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:04:27+01:00,Nordbad,pool,72.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:04:27+01:00,Nordbad,sauna,85.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:04:27+01:00,Südbad,pool,66.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:04:27+01:00,Südbad,sauna,88.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:04:27+01:00,Westbad,pool,65.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:04:27+01:00,Westbad,sauna,70.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:22:47+01:00,Bad Giesing-Harlaching,pool,91.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:22:47+01:00,Cosimawellenbad,pool,92.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:22:47+01:00,Cosimawellenbad,sauna,92.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:22:47+01:00,Dantebad,sauna,79.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:22:47+01:00,Michaelibad,pool,83.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:22:47+01:00,Michaelibad,sauna,85.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:22:47+01:00,Müller'sches Volksbad,pool,86.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:22:47+01:00,Nordbad,pool,84.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:22:47+01:00,Nordbad,sauna,86.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:22:47+01:00,Südbad,pool,73.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:22:47+01:00,Südbad,sauna,86.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:22:47+01:00,Westbad,pool,64.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:22:47+01:00,Westbad,sauna,67.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:35:20+01:00,Bad Giesing-Harlaching,pool,92.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:35:20+01:00,Cosimawellenbad,pool,92.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:35:20+01:00,Cosimawellenbad,sauna,91.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
2026-01-16T12:35:20+01:00,Dantebad,sauna,81.0,1,12,4,1,0,0,0,7.7,0.0,3.0,100.0,historical
