timestamp,facility_name,facility_type,occupancy_percent,is_open,hour,day_of_week,month,is_weekend,is_holiday,is_school_vacation,temperature_c,precipitation_mm,weather_code,cloud_cover_percent,data_source
2026-02-20T06:00:00+01:00,Bad Giesing-Harlaching,pool,100.0,NULL,6,4,2,0,0,1,-0.3,0.0,71,100,forecast
2026-02-20T06:00:00+01:00,Cosimawellenbad,pool,100.0,NULL,6,4,2,0,0,1,-0.3,0.0,71,100,forecast
2026-02-20T06:00:00+01:00,Cosimawellenbad,sauna,100.0,NULL,6,4,2,0,0,1,-0.3,0.0,71,100,forecast
2026-02-20T06:00:00+01:00,Dante-Winter-Warmfreibad,pool,99.7,NULL,6,4,2,0,0,1,-0.3,0.0,71,100,forecast
2026-02-20T06:00:00+01:00,Dantebad,sauna,100.0,NULL,6,4,2,0,0,1,-0.3,0.0,71,100,forecast
2026-02-20T06:00:00+01:00,Michaelibad,pool,100.0,NULL,6,4,2,0,0,1,-0.3,0.0,71,100,forecast
2026-02-20T06:00:00+01:00,Michaelibad,sauna,100.0,NULL,6,4,2,0,0,1,-0.3,0.0,71,100,forecast
2026-02-20T06:00:00+01:00,Müller'sches Volksbad,pool,100.0,NULL,6,4,2,0,0,1,-0.3,0.0,71,100,forecast
2026-02-20T06:00:00+01:00,Müller'sches Volksbad,sauna,100.0,NULL,6,4,2,0,0,1,-0.3,0.0,71,100,forecast
2026-02-20T06:00:00+01:00,Nordbad,pool,99.9,NULL,6,4,2,0,0,1,-0.3,0.0,71,100,forecast
2026-02-20T06:00:00+01:00,Nordbad,sauna,99.9,NULL,6,4,2,0,0,1,-0.3,0.0,71,100,forecast
2026-02-20T06:00:00+01:00,Olympia-Schwimmhalle,pool,99.9,NULL,6,4,2,0,0,1,-0.3,0.0,71,100,forecast
2026-02-20T06:00:00+01:00,Prinzregentenstadion - Eislaufbahn,ice_rink,100.0,NULL,6,4,2,0,0,1,-0.3,0.0,71,100,forecast
2026-02-20T06:00:00+01:00,Südbad,pool,100.0,NULL,6,4,2,0,0,1,-0.3,0.0,71,100,forecast
2026-02-20T06:00:00+01:00,Südbad,sauna,100.0,NULL,6,4,2,0,0,1,-0.3,0.0,71,100,forecast
2026-02-20T06:00:00+01:00,Westbad,pool,100.0,NULL,6,4,2,0,0,1,-0.3,0.0,71,100,forecast
2026-02-20T06:00:00+01:00,Westbad,sauna,100.0,NULL,6,4,2,0,0,1,-0.3,0.0,71,100,forecast
2026-02-20T07:00:00+01:00,Bad Giesing-Harlaching,pool,96.7,NULL,7,4,2,0,0,1,-0.1,0.0,77,99,forecast
2026-02-20T07:00:00+01:00,Cosimawellenbad,pool,99.0,NULL,7,4,2,0,0,1,-0.1,0.0,77,99,forecast
2026-02-20T07:00:00+01:00,Cosimawellenbad,sauna,99.0,NULL,7,4,2,0,0,1,-0.1,0.0,77,99,forecast
2026-02-20T07:00:00+01:00,Dante-Winter-Warmfreibad,pool,96.5,NULL,7,4,2,0,0,1,-0.1,0.0,77,99,forecast
2026-02-20T07:00:00+01:00,Dantebad,sauna,99.3,NULL,7,4,2,0,0,1,-0.1,0.0,77,99,forecast
2026-02-20T07:00:00+01:00,Michaelibad,pool,98.2,NULL,7,4,2,0,0,1,-0.1,0.0,77,99,forecast
2026-02-20T07:00:00+01:00,Michaelibad,sauna,98.2,NULL,7,4,2,0,0,1,-0.1,0.0,77,99,forecast
2026-02-20T07:00:00+01:00,Müller'sches Volksbad,pool,98.2,NULL,7,4,2,0,0,1,-0.1,0.0,77,99,forecast
2026-02-20T07:00:00+01:00,Müller'sches Volksbad,sauna,98.2,NULL,7,4,2,0,0,1,-0.1,0.0,77,99,forecast
2026-02-20T07:00:00+01:00,Nordbad,pool,97.6,NULL,7,4,2,0,0,1,-0.1,0.0,77,99,forecast
2026-02-20T07:00:00+01:00,Nordbad,sauna,97.6,NULL,7,4,2,0,0,1,-0.1,0.0,77,99,forecast
2026-02-20T07:00:00+01:00,Olympia-Schwimmhalle,pool,96.5,NULL,7,4,2,0,0,1,-0.1,0.0,77,99,forecast
2026-02-20T07:00:00+01:00,Prinzregentenstadion - Eislaufbahn,ice_rink,99.2,NULL,7,4,2,0,0,1,-0.1,0.0,77,99,forecast
2026-02-20T07:00:00+01:00,Südbad,pool,98.1,NULL,7,4,2,0,0,1,-0.1,0.0,77,99,forecast
2026-02-20T07:00:00+01:00,Südbad,sauna,98.1,NULL,7,4,2,0,0,1,-0.1,0.0,77,99,forecast
2026-02-20T07:00:00+01:00,Westbad,pool,98.8,NULL,7,4,2,0,0,1,-0.1,0.0,77,99,forecast
2026-02-20T07:00:00+01:00,Westbad,sauna,98.8,NULL,7,4,2,0,0,1,-0.1,0.0,77,99,forecast
2026-02-20T08:00:00+01:00,Bad Giesing-Harlaching,pool,89.2,NULL,8,4,2,0,0,1,-0.3,0.4,71,100,forecast
2026-02-20T08:00:00+01:00,Cosimawellenbad,pool,96.4,NULL,8,4,2,0,0,1,-0.3,0.4,71,100,forecast
2026-02-20T08:00:00+01:00,Cosimawellenbad,sauna,96.4,NULL,8,4,2,0,0,1,-0.3,0.4,71,100,forecast
2026-02-20T08:00:00+01:00,Dante-Winter-Warmfreibad,pool,90.1,NULL,8,4,2,0,0,1,-0.3,0.4,71,100,forecast
2026-02-20T08:00:00+01:00,Dantebad,sauna,95.9,NULL,8,4,2,0,0,1,-0.3,0.4,71,100,forecast
2026-02-20T08:00:00+01:00,Michaelibad,pool,91.9,NULL,8,4,2,0,0,1,-0.3,0.4,71,100,forecast
2026-02-20T08:00:00+01:00,Michaelibad,sauna,91.9,NULL,8,4,2,0,0,1,-0.3,0.4,71,100,forecast
2026-02-20T08:00:00+01:00,Müller'sches Volksbad,pool,91.7,NULL,8,4,2,0,0,1,-0.3,0.4,71,100,forecast
2026-02-20T08:00:00+01:00,Müller'sches Volksbad,sauna,91.7,NULL,8,4,2,0,0,1,-0.3,0.4,71,100,forecast
2026-02-20T08:00:00+01:00,Nordbad,pool,90.6,NULL,8,4,2,0,0,1,-0.3,0.4,71,100,forecast
2026-02-20T08:00:00+01:00,Nordbad,sauna,90.6,NULL,8,4,2,0,0,1,-0.3,0.4,71,100,forecast
2026-02-20T08:00:00+01:00,Olympia-Schwimmhalle,pool,90.5,NULL,8,4,2,0,0,1,-0.3,0.4,71,100,forecast
2026-02-20T08:00:00+01:00,Prinzregentenstadion - Eislaufbahn,ice_rink,97.5,NULL,8,4,2,0,0,1,-0.3,0.4,71,100,forecast
2026-02-20T08:00:00+01:00,Südbad,pool,93.1,NULL,8,4,2,0,0,1,-0.3,0.4,71,100,forecast
2026-02-20T08:00:00+01:00,Südbad,sauna,93.1,NULL,8,4,2,0,0,1,-0.3,0.4,71,100,forecast
2026-02-20T08:00:00+01:00,Westbad,pool,93.7,NULL,8,4,2,0,0,1,-0.3,0.4,71,100,forecast
2026-02-20T08:00:00+01:00,Westbad,sauna,93.7,NULL,8,4,2,0,0,1,-0.3,0.4,71,100,forecast
2026-02-20T09:00:00+01:00,Bad Giesing-Harlaching,pool,85.8,NULL,9,4,2,0,0,1,-0.1,0.0,71,100,forecast
2026-02-20T09:00:00+01:00,Cosimawellenbad,pool,93.9,NULL,9,4,2,0,0,1,-0.1,0.0,71,100,forecast
2026-02-20T09:00:00+01:00,Cosimawellenbad,sauna,93.9,NULL,9,4,2,0,0,1,-0.1,0.0,71,100,forecast
2026-02-20T09:00:00+01:00,Dante-Winter-Warmfreibad,pool,86.5,NULL,9,4,2,0,0,1,-0.1,0.0,71,100,forecast
2026-02-20T09:00:00+01:00,Dantebad,sauna,92.4,NULL,9,4,2,0,0,1,-0.1,0.0,71,100,forecast
2026-02-20T09:00:00+01:00,Michaelibad,pool,88.9,NULL,9,4,2,0,0,1,-0.1,0.0,71,100,forecast
2026-02-20T09:00:00+01:00,Michaelibad,sauna,88.9,NULL,9,4,2,0,0,1,-0.1,0.0,71,100,forecast
2026-02-20T09:00:00+01:00,Müller'sches Volksbad,pool,88.5,NULL,9,4,2,0,0,1,-0.1,0.0,71,100,forecast
2026-02-20T09:00:00+01:00,Müller'sches Volksbad,sauna,88.5,NULL,9,4,2,0,0,1,-0.1,0.0,71,100,forecast
2026-02-20T09:00:00+01:00,Nordbad,pool,87.2,NULL,9,4,2,0,0,1,-0.1,0.0,71,100,forecast
2026-02-20T09:00:00+01:00,Nordbad,sauna,87.2,NULL,9,4,2,0,0,1,-0.1,0.0,71,100,forecast
2026-02-20T09:00:00+01:00,Olympia-Schwimmhalle,pool,86.1,NULL,9,4,2,0,0,1,-0.1,0.0,71,100,forecast
2026-02-20T09:00:00+01:00,Prinzregentenstadion - Eislaufbahn,ice_rink,93.7,NULL,9,4,2,0,0,1,-0.1,0.0,71,100,forecast
2026-02-20T09:00:00+01:00,Südbad,pool,89.5,NULL,9,4,2,0,0,1,-0.1,0.0,71,100,forecast
2026-02-20T09:00:00+01:00,Südbad,sauna,89.5,NULL,9,4,2,0,0,1,-0.1,0.0,71,100,forecast
2026-02-20T09:00:00+01:00,Westbad,pool,89.6,NULL,9,4,2,0,0,1,-0.1,0.0,71,100,forecast
2026-02-20T09:00:00+01:00,Westbad,sauna,89.6,NULL,9,4,2,0,0,1,-0.1,0.0,71,100,forecast
2026-02-20T10:00:00+01:00,Bad Giesing-Harlaching,pool,82.2,NULL,10,4,2,0,0,1,0.3,0.0,77,92,forecast
2026-02-20T10:00:00+01:00,Cosimawellenbad,pool,87.4,NULL,10,4,2,0,0,1,0.3,0.0,77,92,forecast
2026-02-20T10:00:00+01:00,Cosimawellenbad,sauna,87.4,NULL,10,4,2,0,0,1,0.3,0.0,77,92,forecast
2026-02-20T10:00:00+01:00,Dante-Winter-Warmfreibad,pool,83.2,NULL,10,4,2,0,0,1,0.3,0.0,77,92,forecast
2026-02-20T10:00:00+01:00,Dantebad,sauna,81.2,NULL,10,4,2,0,0,1,0.3,0.0,77,92,forecast
2026-02-20T10:00:00+01:00,Michaelibad,pool,83.7,NULL,10,4,2,0,0,1,0.3,0.0,77,92,forecast
